;full_name;df_index;birth_date;country;soccRole;team;cluster;games;mins_played;touches;xG;npxG;opxG;goals;npgoals;opgoals;shots;npshots;opshots;xGoT;xA;opxA;xOVA;xT;xT_from_passes;xT_from_carries;xT_from_passes_received;xg_blocked;xg_against_team;id;Giocatore_x;Anno;Età;Ruolo;Minuti;Tiri;Tiri in porta;Tiri da area;Tiri da area piccola;Tiri fuori area;Tiri di testa;Tiri di rigore;Gol;Gol da area;Gol da area piccola;Gol fuori area;Gol di testa;Gol di piede;Gol su PI;Gol su Pun. Centrale;Gol su Pun. Laterale;Gol su Corner;Gol su Rimessa;Gol su rigore;Gol su sviluppo rigore;Gol su Pun. Diretta;Gol su sviluppo Pun. Diretta;Precisione;Precisione da area;Precisione da fuori area;Tiri su Occasione Gol;Tiri su Promettente;Passaggi Chiave;Passaggi Chiave in area;Passaggi Chiave ricevuti;Passaggi Chiave ricevuti in area;Assist;Assist Vincenti;Assist in area;Assist Vincenti in area;Third pass;Third pass vincenti;Gol procurati;Assist V + Third pass V;Assist V + Third pass V + Gol procurati;Triangolazioni;Triangolazioni fatte;Triangolazioni chiuse;Passaggi;Passaggi ricevuti;Palle Laterali;Cross;Cross riusciti;Cross vincenti;Traversoni;Traversoni riusciti;Traversoni vincenti;Cut Back;Cut Back riusciti;Cut Back vincenti;Perde palla;Propria metà campo;Recupera palla;Metà campo avversaria;Dribbling;Dribbling vincenti;Dribbling subiti;Dribbling perdenti subiti;Duelli;Duelli di gioco;Duelli vinti;Duelli nella metà campo offensiva;Duelli vinti nella metà campo offensiva;Duelli aerei;Duelli aerei vinti;Duelli tackle;Duelli tackle vinti;Interventi decisivi +;Interventi decisivi -;Reti subite squadra;Falli fatti;Falli subiti;In Fuorigioco;Ammonizioni;Espulsioni;Doppie Ammonizioni;Parate;Gol subiti;Uscite;Tiri in porta subiti;Rigori;Rigori parati;Interventi decisivi +2;Interventi decisivi -3;Passaggi portiere;Passaggi portiere +;Lanci;Lanci +;% Realizzazione;Realizzazione da area;Realizzazione da fuori area;Realizzazione su rigore;Realizzazione su Occasione Gol;Realizzazione su Promettente;lanci/passaggi portiere ricevuti;lanci/passaggi portiere ricevuti campo off.;% Passaggi riusciti;% Cross riusciti;% Cross vincenti;% Traversoni riusciti;% Traversoni vincenti;% Cut Back riusciti;% Cut Back vincenti;H media recupera palla (no P);% dribbling vincenti;% dribbling perdenti subiti;% duelli vinti;% duelli vinti nella metà campo offensiva;% duelli arei vinti;% duelli tackle vinti;Minuti giocati / gol subiti;H media falli (m);% parate su tiri in porta subiti;% passaggi +;% passaggi su gioco portiere;% lanci +;% lanci su gioco portiere;skill_id;Player ID;Player;Position_x;Position Group;Minutes Played;Minutes Played TIP;Minutes Played OTIP;Player ID.1;Distance;Running Distance;HSR Distance;Sprinting Distance;HI Distance;Count HSR;Count Sprint;Count HI;Count Medium Acceleration;Count High Acceleration;Count Medium Deceleration;Count High Deceleration;PSV-99;Distance TIP;Running Distance TIP;HSR Distance TIP;Sprinting Distance TIP;HI Distance TIP;Count HSR TIP;Count Sprint TIP;Count HI TIP;Count Medium Acceleration TIP;Count High Acceleration TIP;Count Medium Deceleration TIP;Count High Deceleration TIP;Distance OTIP;Running Distance OTIP;HSR Distance OTIP;Sprinting Distance OTIP;HI Distance OTIP;Count HSR OTIP;Count Sprint OTIP;Count HI OTIP;Count Medium Acceleration OTIP;Count High Acceleration OTIP;Count Medium Deceleration OTIP;Count High Deceleration OTIP;M/min;M/min TIP;M/min OTIP;Count High Acceleration OTIP_p90;Count High Acceleration TIP_p90;Count High Deceleration OTIP_p90;Count High Deceleration TIP_p90;Count HSR OTIP_p90;Count HSR TIP_p90;Count Medium Acceleration OTIP_p90;Count Medium Acceleration TIP_p90;Count Medium Deceleration OTIP_p90;Count Medium Deceleration TIP_p90;Count Sprint OTIP_p90;Count Sprint TIP_p90;Distance OTIP_p90;Distance TIP_p90;HI Distance OTIP_p90;HI Distance TIP_p90;HSR Distance OTIP_p90;HSR Distance TIP_p90;Ammonizioni_p90;Assist_p90;Cross_p90;Cut Back_p90;Dribbling_p90;Espulsioni_p90;Falli subiti_p90;In Fuorigioco_p90;Third pass_p90;Tiri_p90;Tiri da area_p90;Tiri di testa_p90;Tiri fuori area_p90;Traversoni_p90;Triangolazioni_p90;Palle Laterali_p90;Passaggi Chiave_p90;Passaggi Chiave ricevuti_p90;Duelli aerei_p100;Duelli di gioco_p100;Duelli tackle_p100;Falli fatti_p100;Recupera palla_p100;Duelli nella metà campo offensiva_p100;cluster_bay;cluster_0;cluster_1;cluster_2;cluster_3;name;hybrid;cluster_4;cluster_5;cluster_6;cluster_7;cluster_8;cluster_9;cluster_10;cluster_11;Date of birth;Place of birth;Age;Height;Citizenship;Position_y;Foot;Joined;Contract expires;Outfitter;Player agent;Current club;Max_Val;Date_Max_Val;Name;NAME N.;tranfermarkt_id;Player_id;Numero;Valore;Date of last contract extension;Contract option;On loan from;Contract there expires;2nd club;3nd club;Squad;Starting eleven;Substituted in;On the bench;Suspended;Injured;Giocatore_y;val_num
240;Luiz Felipe;339;22/03/1997;Italy;CB;Lazio;Buildup initiator;31;2492;2126;0.6726772;0.6726772;0;0;0;0;5;5;0;0.1638107;0.7677379;0.763177;1.104869;2.1008169;1.9144904;0.1863265;-1.2653316;1.994609;34.4240438;12236;LUIZ FELIPE;1997;25;D;2663;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;0;0;1;88;2;4;2;2;0;1;0;1;0;1;0;1;8;6;2;1807;1497;2;2;0;0;0;0;0;0;0;0;63;25;218;31;10;8;54;31;314;295;188;72;33;107;65;97;73;5;0;39;27;19;0;10;0;0;0;39;0;0;0;0;5;0;0;0;0;0;0;0;;;;0;2.193548387;0;92.36451613;0;0;;;;;31.57333333;77.77777778;65.34090909;56.18666667;51.88518519;53.96785714;73.63571429;56.25761905;44.35625;;;;;;12975;12975;Felipe Luiz;RCB;Central Defender;2693.27;870.6;817.28;402225;296669;39611;11809;3486;15295;998;170;1168;2511;143;2199;351;882.1;105719;12971;2523;616;3139;198;19;217;729;19;628;55;116706;21690;8261;2405;10666;681;120;801;1149;35;769;98;110.1519714;121.4323455;142.7980619;1.264044944;0.686195827;3.539325843;1.98635634;24.59470305;7.150882825;41.49678973;26.3282504;27.77287319;22.68057785;4.333868379;0.686195827;4214.903692;3818.101926;385.2086677;113.3667737;298.3507223;91.11958266;0.361155698;0.07223114;0.07223114;0;0.361155698;0;0.686195827;0;0.03611557;0.03611557;0.03611557;0.03611557;0;0;0.288924559;0.07223114;3.178170144;0.144462279;5.032925682;13.87582314;4.562558796;1.269990593;10.25399812;3.38664158;3;0.080195919;0.006791482;1.34E-06;0.913011257;Luiz Felipe;FALSE;;;;;;;;;Mar 22, 1997;Colina;26;187;Italy / Brazil;Defender - Centre-Back;right;Jul 4, 2022;Jun 30, 2027;adidas;AIS Football;Real Betis Balompié;€22.00m;Aug 25, 2020;Luiz Felipe;LUIZ FELIPE;457931;12975;19;€15.00m;;;;;;;34;28;3;3;2;2;Luiz Felipe;15000000
241;Alessandro Bastoni;341;13/04/1999;Italy;CB;Internazionale;First-line breaker;31;2328;2101;0.4066254;0.4066254;0.2281193;1;0;0;9;9;4;0.7689827;1.7754088;1.7639594;1.8175582;2.2510387;1.6351508;0.6158879;-0.3433054;1.5380533;25.5813583;12940;BASTONI A.;1999;23;D;2417;7;2;2;1;5;1;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;133.3;0;133.3;0;0;99;12;20;3;11;3;7;2;1;0;0;3;3;14;12;2;1776;1431;26;18;4;0;6;2;2;2;2;0;96;25;197;42;40;31;77;33;399;370;255;133;67;106;66;118;85;2;1;18;31;29;0;4;0;0;0;18;0;0;0;0;2;1;0;0;0;0;6.66;0;11.1;;;;3.483870968;0.161290323;91.05483871;21.66;0;40;40;100;0;34.00967742;72.72727273;42.064;63.74516129;48.99032258;62.81851852;68.83;65.9;52.25;;;;;;19047;19047;Alessandro Bastoni;LCB;Central Defender;2430.61;840.21;654.38;590457;256627;30432;10391;3647;14038;863;166;1029;2167;111;1853;269;898.1;98715;12230;3498;952;4450;254;38;292;730;17;686;56;92240;15485;5958;2163;8121;508;88;596;946;21;552;65;105.581315;117.488485;140.9578532;0.81185567;0.657216495;2.512886598;2.164948454;19.63917526;9.819587629;36.57216495;28.22164948;21.34020619;26.52061856;3.402061856;1.469072165;3565.979381;3816.301546;313.9561856;172.0360825;230.3350515;135.2319588;0.154639175;0.425257732;0.695876289;0.077319588;1.546391753;0;1.121134021;0;0.038659794;0.270618557;0.077319588;0.038659794;0.193298969;0.231958763;0.541237113;1.005154639;3.827319588;0.773195876;5.045216564;17.61066159;5.616373156;1.475487863;9.376487387;6.330318896;3;0.000552833;0.00709365;0.002002162;0.990351355;Alessandro Bastoni;FALSE;;;;;;;;;Apr 13, 1999;Casalmaggiore;24;190;Italy;Defender - Centre-Back;left;Aug 30, 2017;Jun 30, 2024;Puma;TMP SOCCER srl;Inter Milan;€60.00m;May 25, 2021;Alessandro Bastoni;BASTONI A.;315853;19047;95;€55.00m;May 28, 2021;;;;;;32;29;2;1;1;5;Alessandro Bastoni;55000000
242;Luca Pellegrini;343;07/03/1999;Italy;FB;Juventus;Wide controller;18;1115;841;0.5165165;0.5165165;0.5165165;0;0;0;6;6;6;0.7870776;1.9683224;1.6678731;1.9907241;1.013089;0.7649809;0.2481081;-0.001756;0.0502494;8.1623411;16864;PELLEGRINI LU.;1999;23;D;1172;3;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;50;0;0;1;33;10;25;3;9;1;8;1;1;0;0;1;1;6;3;3;674;499;37;28;8;0;8;3;1;1;1;0;79;33;78;11;34;20;31;9;191;170;112;77;35;24;11;60;38;2;0;8;22;21;0;6;0;0;0;8;0;0;0;0;2;0;0;0;0;0;0;0;0;;;0;1;0;80.95555556;25.76923077;0;33.33333333;8.333333333;100;0;26.93529412;61.34;20.69166667;57.62777778;51.05555556;36.91428571;67.86875;65.85714286;51.75;;;;;;12762;12762;Luca Pellegrini;LWB;Full Back;1113.87;356.35;326.36;216954;121985;15433;5890;2594;8484;517;122;639;1162;93;985;241;508.1;44263;6151;2421;1109;3530;201;45;246;368;24;284;47;45730;7868;3091;1244;4335;271;54;325;491;30;310;73;109.5145753;124.212151;140.1213384;2.421524664;1.937219731;5.892376682;3.793721973;21.87443946;16.22421525;39.632287;29.70403587;25.02242152;22.92376682;4.358744395;3.632286996;3691.210762;3572.798206;349.9103139;284.9327354;249.4977578;195.4170404;0.484304933;0.726457399;2.260089686;0.080717489;2.744394619;0;1.695067265;0;0.080717489;0.242152466;0.161434978;0.080717489;0.080717489;0.64573991;0.484304933;2.986547085;2.66367713;2.01793722;2.853745541;20.21403092;7.134363853;2.615933413;9.274673008;9.155766944;2;3.36E-15;0.018557033;0.981442967;2.19E-10;Luca Pellegrini;FALSE;;;;;;;;;Mar 7, 1999;Roma;24;178;Italy;Defender - Left-Back;left;Jan 31, 2023;Jun 30, 2023;Puma;Team Raiola;SS Lazio;€15.00m;Dec 12, 2019;Luca Pellegrini;PELLEGRINI LU.;346567;12762;3;€9.00m;;Option to buy;Juventus FC;Jun 30, 2025;;;35;15;3;17;1;2;Luca Pellegrini;9000000
246;Luca Ranieri;344;23/04/1999;Italy;FB;Salernitana;Wide controller;27;2114;1269;1.0940077;1.0940077;0.984534;1;0;1;9;9;7;1.1197406;1.0413749;0.9954271;1.3759324;1.0125166;0.8407658;0.1717508;0.2274128;0.7142778;41.2687296;14362;RANIERI L.;1999;23;D;2217;7;4;5;1;2;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;400;300;100;1;2;51;8;29;6;7;0;6;0;1;1;0;1;1;12;6;6;972;656;53;48;9;0;4;2;0;1;0;0;116;18;103;21;44;25;54;26;264;255;151;112;54;56;30;85;59;3;0;47;17;9;2;9;0;0;0;47;0;0;0;0;3;0;0;0;0;0;14.28571429;20;0;;0;50;0.333333333;0.037037037;78.53703704;21.40526316;0;50;0;0;0;30.292;61.11428571;50.33;55.34814815;44.10384615;55.15;66.40384615;52.80045455;50.2;;;;;;19893;19893;Luca Ranieri;LWB;Full Back;2136.61;529.01;703.24;517218;240574;31401;12136;3742;15878;1046;193;1239;2040;110;1692;404;745.7;71409;10569;4209;1411;5620;353;71;424;526;26;383;74;100611;17350;7002;1819;8821;589;90;679;963;34;651;130;112.5961219;134.9861061;143.0678005;1.447492904;1.106906339;5.534531693;3.150425733;25.0756859;15.02838221;40.99810785;22.3935667;27.71523179;16.30558184;3.831598865;3.022705771;4283.344371;3040.118259;375.5392621;239.2620624;298.0983917;179.1911069;0.383159886;0.298013245;2.043519395;0.042573321;1.873226112;0;0.383159886;0.085146641;0.042573321;0.298013245;0.212866604;0;0.085146641;0.170293283;0.510879849;2.256385998;2.171239357;1.234626301;4.412923562;20.09456265;6.698187549;1.33963751;8.116627266;8.825847124;1;1.10E-05;0.789843654;0.210074984;7.04E-05;Luca Ranieri;FALSE;;;;;;;;;Apr 23, 1999;La Spezia;23;187;Italy;Defender - Left-Back;left;Jul 1, 2018;Jun 30, 2024;;M.A.R.A.T. Football Management;ACF Fiorentina;€2.50m;Jun 24, 2021;Luca Ranieri;RANIERI L.;346561;19893;16;€2.30m;;;;;;;30;25;2;3;1;6;Luca Ranieri;2300000
250;Andrea Pinamonti;345;19/05/1999;Italy;FW;Empoli;All-round finisher;36;2870;1060;13.0432067;9.9162107;8.880695;13;1;8;90;86;71;10.9796982;1.5896031;1.588142;4.5863113;0.7275161;0.1930989;0.5344172;4.692535;0.0915966;57.2940009;11423;PINAMONTI A.;1999;23;A;3074;64;32;55;7;9;12;4;13;13;0;0;0;13;4;0;0;0;0;4;0;0;0;1383.2;1508;0;11;21;30;14;254;59;23;2;13;2;0;0;0;2;2;10;3;7;623;1009;38;34;6;0;2;0;0;2;0;0;340;35;29;18;60;31;38;28;694;638;264;553;195;272;92;238;75;0;0;59;31;56;20;4;0;0;0;59;0;0;0;0;0;0;0;0;0;0;17.21666667;21.39285714;0;100;29.63333333;14.70588235;2;1.777777778;64.68888889;12.3;0;0;0;0;0;66.39473684;54.82413793;76.51818182;38.27222222;36.125;34.61111111;27.79428571;56.37344828;76.87142857;;;;;;14183;14183;Andrea Pinamonti;RF;Forward;3083.06;910.5;930;510588;317069;38602;17490;7319;24809;1538;430;1968;2739;366;2319;633;1054.7;116448;19273;9473;4208;13681;830;242;1072;1191;108;703;127;109735;15638;6529;2349;8878;543;122;665;714;67;701;171;102.842306;127.8945634;117.9946237;2.101045296;3.386759582;5.362369338;3.982578397;17.02787456;26.02787456;22.3902439;37.34843206;21.9825784;22.04529617;3.825783972;7.588850174;3441.167247;3651.679443;278.4041812;429.0209059;204.7421603;297.0627178;0.12543554;0.721254355;1.066202091;0.06271777;1.881533101;0;1.756097561;0.6271777;0;2.006968641;1.724738676;0.37630662;0.282229965;0.06271777;0.31358885;1.191637631;0.940766551;7.965156794;25.66037736;60.18867925;22.45283019;2.924528302;2.735849057;52.16981132;10;;;;;Andrea Pinamonti;FALSE;;;;;0.000349595;8.43E-08;0.976855824;0.022794496;May 19, 1999;Cles;23;185;Italy;Attack - Centre-Forward;right;Aug 11, 2022;Jun 30, 2027;;Team Raiola;US Sassuolo;€20.00m;Jun 7, 2022;Andrea Pinamonti;PINAMONTI A.;315865;14183;9;€17.00m;;;Inter Milan;Jun 30, 2024;;;37;32;4;1;0;1;Andrea Pinamonti;17000000
251;Rafael Leão;346;10/06/1999;Portugal;WAM;Milan;One-to-one explorer;34;2618;1354;9.878031;9.878031;9.6671006;11;0;11;97;97;92;9.8628768;5.9093144;5.9052371;10.6132739;5.0504279;2.5544935;2.4959344;3.6892765;0.0121188;23.2104775;20900;LEAO R.;1999;23;A;2748;84;43;57;2;27;3;0;11;9;2;2;0;11;0;0;0;0;0;0;0;0;0;1844.5;1560;950;14;22;86;30;175;32;35;9;22;8;2;1;0;10;10;39;23;16;753;994;78;66;15;2;2;1;0;10;5;3;273;27;53;24;308;200;35;22;645;600;339;516;269;86;37;150;44;0;0;20;24;45;7;4;0;0;0;20;0;0;0;0;0;0;0;0;0;0;22.47272727;23.21428571;10.52631579;;35.71428571;28.125;1.205882353;0.911764706;77.94705882;26.125;7.142857143;50;0;44.44444444;22.22222222;48.46896552;64.43235294;66.38888889;52.67941176;51.91176471;40.725;26.65;69.5;61.775;;;;;;12840;12840;Rafael Leao;LW;Winger;2712.97;866.39;732.16;423720;285052;36203;18966;9580;28546;1606;431;2037;2553;287;2139;453;1028.2;113316;19214;11418;6530;17948;914;284;1198;1144;122;699;112;93473;14470;6015;2236;8251;547;102;649;721;44;567;110;105.0700892;130.7909833;127.6674497;1.512605042;4.194041253;3.781512605;3.85026738;18.80443086;31.42093201;24.78609626;39.32773109;19.49197861;24.02979374;3.506493506;9.763177998;3213.357525;3895.508021;283.6478228;617.0053476;206.7799847;392.5210084;0.137509549;1.203208556;2.268907563;0.343773873;10.58823529;0;1.546982429;0.240641711;0.068754775;2.887700535;1.959511077;0.103132162;0.928189458;0.068754775;1.340718105;2.681436211;2.956455309;6.016042781;6.35155096;44.31314623;11.07828656;1.772525849;3.914327917;38.10930576;9;;;;;Rafael Leão;FALSE;;;;;1.47E-16;0.999980736;1.93E-05;4.04E-10;Jun 10, 1999;Almada;23;188;Portugal / Angola;Attack - Left Winger;right;Aug 1, 2019;Jun 30, 2024;adidas;not clarified;AC Milan;€85.00m;Nov 11, 2022;Rafael Le o;LEAO R.;357164;12840;17;€80.00m;;;;;;;35;31;3;1;0;3;Rafael Le o;80000000
252;Brahim Díaz;347;03/08/1999;Spain;CAM;Milan;Chance creator;31;1871;1073;4.5485798;4.5485798;4.3567819;3;0;3;30;30;26;2.683873;2.1859471;2.1849571;2.4022744;1.7476907;0.9827057;0.764985;2.7033526;0;18.8233923;14559;BRAHIM DIAZ;1999;23;C;1951;20;7;15;1;5;0;0;3;3;1;0;0;3;0;0;0;0;0;0;0;0;0;475;475;100;7;6;54;16;112;15;23;3;10;3;0;0;2;3;5;19;10;9;710;797;13;10;3;0;0;0;0;3;2;0;158;26;43;19;117;62;44;31;435;403;170;305;115;56;7;166;56;0;0;15;21;32;4;4;0;0;0;15;0;0;0;0;0;0;0;0;0;0;16.66666667;25;0;;40;20;0.483870968;0.096774194;83.91935484;33.33333333;0;;;66.66666667;0;46.49047619;51.66666667;68.94736842;37.31290323;36.0483871;15.72173913;33.78;63.88461538;60.77857143;;;;;;11592;11592;Brahim Diaz;AM;Midfield;1950.06;648.84;525.55;347760;236213;39486;13937;3688;17625;1180;208;1388;2114;125;1856;416;837.2;95113;19270;7724;2152;9876;589;107;696;799;37;612;94;81346;17145;5361;1182;6543;499;60;559;673;33;499;100;121.1311447;146.5892978;154.7826087;1.587386424;1.7797969;4.810261892;4.521646179;24.00320684;28.33244254;32.37306253;38.43399252;24.00320684;29.43880278;2.886157135;5.146980224;3912.955639;4575.184393;314.7354356;475.0614645;257.87814;371.5446285;0.192410476;1.106360235;0.481026189;0.144307857;5.628006414;0;1.539283805;0.192410476;0;0.962052378;0.721539284;0;0.240513095;0;0.913949759;0.625334046;2.597541422;5.387493319;5.219012116;37.5582479;15.47064306;1.957129543;4.007455732;28.4249767;5;;;;;Brahim Díaz;FALSE;3.70E-05;0.999907099;5.45E-05;1.46E-06;;;;;Aug 3, 1999;Málaga;23;171;Spain / Morocco;midfield - Attacking Midfield;both;Jul 19, 2021;Jun 30, 2023;Nike;Sports&Life;AC Milan;€25.00m;Dec 28, 2021;Brahim D az;BRAHIM DIAZ;314678;11592;10;€20.00m;;Buy-option with buy-back option;Real Madrid;Jun 30, 2025;;;35;25;6;4;0;3;Brahim D az;20000000
253;Filippo Bandinelli;348;29/03/1995;Italy;CM;Empoli;Chance creator;35;1963;1043;2.1068139;2.1068139;1.0546808;2;0;1;35;35;25;1.8317596;3.4004889;3.3563801;4.0715484;1.645101;1.1495179;0.4955831;0.9285709;0.3781929;38.8278504;8994;BANDINELLI F.;1995;27;C;2070;30;11;13;1;17;2;0;2;2;1;0;0;2;1;0;1;0;0;0;0;0;0;683.3;400;550;2;6;70;29;69;11;31;3;22;3;1;1;0;4;4;21;10;11;728;697;56;44;15;1;4;1;0;8;8;1;150;25;69;24;56;26;69;37;390;371;159;194;80;59;24;141;58;1;1;43;50;19;4;10;0;0;0;43;0;0;0;0;1;1;0;0;0;0;7.015789474;13.63636364;0;;50;10;0.6;0;78.23428571;35.86666667;1.585714286;16.66666667;0;100;12.5;42.29259259;45.67777778;54.5;40.45714286;44.61470588;39.3125;44.365625;41.9375;49.08275862;;;;;;19973;19973;Filippo Bandinelli;LM;Midfield;2079.34;612.76;653.07;699055;274988;52540;21739;6264;28003;1531;284;1815;2199;126;2038;425;993.6;98576;22498;9740;3460;13200;658;136;794;653;35;555;70;106645;25323;10577;2256;12833;777;105;882;839;44;688;138;132.2477325;160.8721196;163.2979619;2.017320428;1.604686704;6.327050433;3.209373408;35.62404483;30.16811004;38.46663271;29.93886908;31.54355578;25.44574631;4.814060112;6.23535405;4889.480387;4519.53133;588.3698421;605.1961284;484.936322;446.5613856;0.458481915;1.421293938;2.017320428;0.366785532;2.567498726;0;0.871115639;0.183392766;0.045848192;1.375445746;0.59602649;0.091696383;0.779419256;0.183392766;0.962812022;2.567498726;3.209373408;3.163525217;5.656759348;35.5704698;13.51869607;4.793863854;6.615532119;18.60019175;5;;;;;Filippo Bandinelli;FALSE;1.38E-07;0.999999655;2.07E-07;1.07E-14;;;;;Mar 29, 1995;Firenze;28;180;Italy;midfield - Central Midfield;left;Jul 13, 2019;Jun 30, 2025;adidas;MM-Management;FC Empoli;€3.50m;Nov 11, 2022;Filippo Bandinelli;BANDINELLI F.;240934;19973;25;€3.50m;Oct 24, 2022;;;;;;35;24;11;0;3;0;Filippo Bandinelli;3500000
254;Silvan Hefti;349;25/10/1997;Switzerland;FB;Genoa;Wide controller;16;1290;779;0.1595287;0.1595287;0.0463644;0;0;0;5;5;1;0.0229249;1.4169554;1.3959997;1.3401596;0.9245662;0.6504265;0.2741397;0.1998786;0.1153776;21.2841537;16525;HEFTI S.;1997;25;D;1369;4;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;100;100;0;0;30;6;20;1;7;0;4;0;1;1;0;1;1;11;8;3;551;289;23;22;5;0;1;0;0;0;0;0;66;14;93;17;29;17;79;39;251;243;135;95;35;29;10;92;60;2;1;19;14;8;0;1;0;0;0;19;0;0;0;0;2;1;0;0;0;0;0;0;0;;;;0.375;0;79.3125;14.93636364;0;0;0;;;33.70625;55.47857143;43.9125;56.325;36.7;35.93636364;65.67333333;69.033;49.95555556;;;;;;9843;9843;Silvan Hefti;RWB;Full Back;1375.41;352.67;449.39;157488;159927;25042;10208;3765;13973;909;198;1107;1482;82;1241;327;458.6;48966;8651;3405;1392;4797;311;76;387;395;16;301;59;65911;13434;6056;1918;7974;511;98;609;681;25;459;108;116.2758741;138.8436782;146.6677051;1.744186047;1.11627907;7.534883721;4.11627907;35.65116279;21.69767442;47.51162791;27.55813953;32.02325581;21;6.837209302;5.302325581;4598.44186;3416.232558;556.3255814;334.6744186;422.5116279;237.5581395;0.069767442;0.488372093;1.534883721;0;2.023255814;0;0.558139535;0;0.069767442;0.279069767;0.209302326;0;0.069767442;0.069767442;0.76744186;1.604651163;2.093023256;1.395348837;3.722721438;31.19383825;11.81001284;1.797175866;11.93838254;12.19512195;1;6.53E-07;0.999568978;0.000430369;9.04E-11;Silvan Hefti;FALSE;;;;;;;;;Oct 25, 1997;Rorschach;25;182;Switzerland;Defender - Right-Back;right;Jan 3, 2022;Jun 30, 2025;adidas;Soccer Mondial AG;Genoa CFC;€5.00m;Mar 15, 2022;Silvan Hefti;HEFTI S.;237666;9843;36;€4.20m;;;;;;;18;14;2;2;0;1;Silvan Hefti;4200000
255;Kelvin Amian;350;08/02/1998;France;FB;Spezia;Wide controller;32;2650;1526;2.4754173;2.4754173;1.628559;1;0;0;26;26;16;2.6413836;1.5193464;1.491659;2.5425852;1.2446788;1.2815063;-0.0368275;0.1743686;1.3299749;52.0138404;16472;AMIAN ADOU K.;1998;24;D;2833;19;8;13;4;6;7;0;1;1;1;0;1;0;1;1;0;0;0;0;0;0;0;441.7;350;200;4;4;47;6;37;13;9;1;5;1;1;0;0;1;1;11;8;3;1103;722;21;17;4;0;3;1;1;1;0;0;118;47;135;25;44;31;58;22;386;371;228;137;71;87;47;149;99;3;1;56;33;15;1;9;2;1;0;56;0;0;0;0;3;1;0;0;0;0;4.166666667;5;0;;33.33333333;0;1.8125;0.03125;85.04193548;26.92307692;0;25;25;0;0;29.08965517;67.46190476;35.4;58.14516129;50.2;51.02857143;65.50967742;44.55782609;47.00454545;;;;;;11444;11444;Kelvin Amian;RCB;Central Defender;2652.31;714.03;912.56;343320;292563;39645;17791;7048;24839;1436;347;1783;2678;222;2309;463;880.4;91224;14080;6247;3011;9258;485;144;629;708;46;562;87;122493;21010;9932;3131;13063;813;155;968;1243;65;911;154;110.3049794;127.7593378;134.230078;2.20754717;1.562264151;5.230188679;2.954716981;27.61132075;16.47169811;42.21509434;24.04528302;30.93962264;19.08679245;5.264150943;4.890566038;4160.139623;3098.173585;443.6490566;314.4226415;337.3132075;212.1622642;0.305660377;0.305660377;0.577358491;0.033962264;1.494339623;0.067924528;0.509433962;0.033962264;0.033962264;0.645283019;0.441509434;0.237735849;0.203773585;0.101886792;0.373584906;0.713207547;1.596226415;1.256603774;5.701179554;24.31192661;9.764089122;2.162516383;8.846657929;8.977719528;1;0.280022846;0.702912383;0.016963016;0.000101755;Kelvin Amian;FALSE;;;;;;;;;Feb 8, 1998;Toulouse;25;180;France / Cote d'Ivoire;Defender - Right-Back;right;Jul 22, 2021;Jun 30, 2026;;Classico;Spezia Calcio;€7.00m;Sep 27, 2019;Kelvin Amian;AMIAN ADOU K.;344072;11444;27;€3.50m;;;;;;;33;31;1;1;3;2;Kelvin Amian;3500000
