,opta_id,game_id,team_id,opp_team_id,home_away,match_day,full_name,birth_date,country,soccRole,team,opponent_team,mins_played,touches,xG,npxG,opxG,goals,npgoals,opgoals,shots,npshots,opshots,xGoT,xA,opxA,xOVA,xT,xT_from_passes,xT_from_carries,xT_from_passes_received,xg_blocked,xg_against_team
7051,235453,2229133,2182,135.0,a,23,Davide Frattesi,1999-09-22,Italy,CM,Sassuolo,Torino,90,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0594004,0.0559661,0.0353193,0.0516836,0.0398174,0.0118662,0.0182325,0.0181985,2.8854807
7052,234506,2229133,2182,135.0,a,23,Abdou Harroui,1998-01-13,Morocco,CM,Sassuolo,Torino,45,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010644,0.0010644,-0.00057,-0.0115571,-0.012356,0.0007989,0.0098637,0.0,1.6157896
7053,213965,2229133,2182,135.0,a,23,Maxime Lopez,1997-12-04,France,CM,Sassuolo,Torino,90,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054543,0.0054543,0.0032196,0.0222061,0.0226375,-0.0004314,-0.0243568,0.0,2.8854807
7054,195899,2229133,2182,135.0,a,23,Gianluca Scamacca,1999-01-01,Italy,FW,Sassuolo,Torino,90,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054476,0.0054476,-0.091268,-0.0256999,-0.0220298,-0.0036701,0.1151812,0.0,2.8854807
7055,446969,2229133,2182,135.0,a,23,Giacomo Raspadori,2000-02-18,Italy,CAM,Sassuolo,Torino,89,37.0,0.5300062,0.5300062,0.5300062,1.0,0.0,1.0,3.0,3.0,3.0,0.4873548,0.0062122,0.0062122,0.1186516,0.025998,-0.000127,0.026125,0.1243251,0.0,2.833577
7056,116796,2229133,2182,135.0,a,23,Domenico Berardi,1994-08-01,Italy,WAM,Sassuolo,Torino,90,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3495099,0.34045,0.321091,0.0507151,0.0363165,0.0143986,0.0745174,0.0,2.8854807
7057,218441,2229133,2182,135.0,a,23,Rogerio,1998-01-13,Brazil,FB,Sassuolo,Torino,10,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018954,0.0018954,0.0017826,0.0163627,0.0157618,0.0006009,-0.0025722,0.0,0.2097582
7058,95215,2229133,2182,135.0,a,23,Gregoire Defrel,1991-06-17,France,FW,Sassuolo,Torino,35,15.0,0.0278753,0.0278753,0.0278753,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0371412,0.0371412,0.0550885,0.1015772,0.0148287,0.0867485,0.0144969,0.0,1.0671361
7059,441451,2229133,2182,135.0,a,23,Ruan,1999-06-07,Brazil,FB,Sassuolo,Torino,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.72e-05,7.72e-05,7.72e-05,-0.0002347,-0.0002347,0.0,0.0,0.0,0.0
7060,121537,2229134,456,124.0,h,24,Juan Musso,1994-05-06,Argentina,GK,Atalanta,Cagliari,52,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048727,0.0048727,0.0041945,0.0276092,0.0268898,0.0007194,-0.012934,0.0177255,0.4757723
7061,89861,2229134,456,124.0,h,24,José Luis Palomino,1990-01-05,Argentina,CB,Atalanta,Cagliari,90,79.0,0.6769925,0.6769925,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.9145765,0.0868541,0.0868036,0.7519738,0.1105788,0.0838526,0.0267262,-0.0277885,0.0,1.3222452
7062,105700,2229134,456,124.0,h,24,Davide Zappacosta,1992-06-11,Italy,FB,Atalanta,Cagliari,90,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0179409,0.0130889,0.0028326,0.1032253,0.0523647,0.0508606,-0.010883,0.1081393,1.3222452
7063,96645,2229134,456,124.0,h,24,Berat Djimsiti,1993-02-19,Albania,CB,Atalanta,Cagliari,90,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0130386,0.0128518,0.0034289,0.0498497,0.0572351,-0.0073854,-0.021002,0.0,1.3222452
7064,215312,2229134,456,124.0,h,24,Giuseppe Pezzella,1997-11-29,Italy,FB,Atalanta,Cagliari,45,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051666,0.0033313,-0.0037674,0.0032991,9.83e-05,0.0032008,0.0134036,0.0,0.0177255
7065,432105,2229134,456,124.0,h,24,Matteo Pessina,1997-04-21,Italy,CAM,Atalanta,Cagliari,58,21.0,0.1702686,0.1702686,0.1702686,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0397202,0.0397202,-0.140673,-0.0431427,-0.0239803,-0.0191624,0.237444,0.0,0.5839116
7066,157374,2229134,456,124.0,h,24,Ruslan Malinovskyi,1993-05-04,Ukraine,CAM,Atalanta,Cagliari,90,73.0,0.0244861,0.0244861,0.0244861,0.0,0.0,0.0,1.0,1.0,1.0,0.0263119,0.1306127,0.1083653,-0.0175998,0.165677,0.1432627,0.0224143,0.1276954,0.0,1.3222452
7067,164570,2229134,456,124.0,h,24,Mario Pasalic,1995-02-09,Croatia,CAM,Atalanta,Cagliari,54,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3235979,0.3235414,0.1314251,0.10169,0.1038466,-0.0021566,0.1664227,0.0,0.5839116
7068,204644,2229134,456,124.0,h,24,Teun Koopmeiners,1998-02-28,Netherlands,CM,Atalanta,Cagliari,90,104.0,0.0790544,0.0790544,0.0287998,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0834579,0.0814316,0.0175,0.1134535,0.1027012,0.0107523,0.0321005,0.0,1.3222452
7069,89076,2229134,456,124.0,h,24,Remo Freuler,1992-04-15,Switzerland,CM,Atalanta,Cagliari,90,94.0,0.0385778,0.0385778,0.0385778,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.2059481,0.2019052,0.1740448,0.1792316,0.1875443,-0.0083127,-0.0207853,0.0,1.3222452
7070,87750,2229134,456,124.0,h,24,Luis Muriel,1991-04-16,Colombia,FW,Atalanta,Cagliari,58,31.0,0.0177888,0.0177888,0.0177888,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.2107178,0.206639,-0.0110547,-0.0485963,-0.0628155,0.0142192,0.0894096,0.0,0.5839116
7071,229220,2229134,456,124.0,h,24,Joakim Maehle,1997-05-20,Denmark,FB,Atalanta,Cagliari,45,39.0,0.0261664,0.0261664,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0195548,0.0189904,0.0381195,0.0605126,0.0512529,0.0092597,-0.0007198,0.0,1.2476259
7072,439185,2229134,456,124.0,h,24,Valentin Mihaila,2000-02-02,Romania,CAM,Atalanta,Cagliari,18,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0569454,0.0569454,0.0527484,0.0882284,0.0438839,0.0443445,0.021108,0.0,0.3296183
7073,103086,2229134,456,124.0,h,24,Duván Zapata,1991-04-01,Colombia,FW,Atalanta,Cagliari,14,7.0,0.2291994,0.2291994,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1994504,0.0024054,0.0024054,0.2164006,0.0007437,0.0002879,0.0004558,0.0490639,0.0,0.3518214
7074,73709,2229134,456,124.0,h,24,Francesco Rossi,1991-04-27,Italy,GK,Atalanta,Cagliari,36,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012988,0.0012454,0.0005983,0.0139098,0.0137844,0.0001254,-0.0042326,0.2832347,0.789579
7075,135365,2229134,456,124.0,h,24,Jérémie Boga,1997-01-03,Côte d'Ivoire,FW,Atalanta,Cagliari,32,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100642,0.0100112,-0.0289324,-0.0052793,-0.0293278,0.0240485,0.0666817,0.0,0.6814398
7076,105133,2229134,124,456.0,a,24,Alessio Cragno,1994-06-28,Italy,GK,Cagliari,Atalanta,90,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009121,0.0089182,0.0070725,0.0690927,0.0689957,9.7e-05,-0.0246728,0.2536855,1.2625341
7077,483988,2229134,124,456.0,a,24,Matteo Lovato,2000-02-14,Italy,CB,Cagliari,Atalanta,90,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108703,0.0057852,0.004524,0.0187629,0.0185644,0.0001985,-0.0232639,0.1395653,1.2625341
7078,147614,2229134,124,456.0,a,24,Edoardo Goldaniga,1993-11-02,Italy,CB,Cagliari,Atalanta,90,54.0,0.0568939,0.0568939,0.0568939,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0043922,0.0033251,-0.1371817,0.0368901,0.0353334,0.0015567,-0.0357606,0.0,1.2625341
7079,484995,2229134,124,456.0,a,24,Adam Obert,2002-08-23,Slovakia,CB,Cagliari,Atalanta,87,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021252,0.0020722,0.0003469,0.0291875,0.0233512,0.0058363,-0.0283279,0.0,1.2625341
7080,111515,2229134,124,456.0,a,24,Charalampos Lykogiannis,1993-10-22,Greece,FB,Cagliari,Atalanta,90,61.0,0.1081393,0.1081393,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0027793,0.0019264,-0.0062357,0.0265044,0.0164202,0.0100842,0.0261731,0.0568698,1.2625341
7081,163632,2229134,124,456.0,a,24,Razvan Marin,1996-05-23,Romania,CM,Cagliari,Atalanta,90,49.0,0.0463836,0.0463836,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2194949,0.2193618,0.1645631,0.0449028,0.0281575,0.0167453,-0.0450087,0.0,1.2625341
7082,195516,2229134,124,456.0,a,24,Alberto Grassi,1995-03-07,Italy,CM,Cagliari,Atalanta,90,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065352,0.0063316,0.0031946,0.0056385,0.0054713,0.0001672,0.0069821,0.0,1.2625341
7083,162330,2229134,124,456.0,a,24,Alessandro Deiola,1995-08-01,Italy,CM,Cagliari,Atalanta,89,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080876,0.0080876,-0.0048648,0.0014202,0.0038348,-0.0024146,0.0378262,0.0,1.2625341
7084,209330,2229134,124,456.0,a,24,Raoul Bellanova,2000-05-17,Italy,FB,Cagliari,Atalanta,87,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2802065,0.2798736,0.257667,0.1571772,0.1247061,0.0324711,0.0582615,0.0,1.2625341
7085,153603,2229134,124,456.0,a,24,Gastón Pereiro,1995-06-11,Uruguay,FW,Cagliari,Atalanta,90,44.0,0.8275938,0.8275938,0.8275938,2.0,0.0,2.0,3.0,3.0,3.0,1.0475617,0.0509879,0.0509879,0.4097468,-0.056229,-0.0709726,0.0147436,0.1583662,0.0502545,1.2625341
7086,212752,2229134,124,456.0,a,24,Dalbert,1993-09-08,Brazil,FB,Cagliari,Atalanta,78,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2057966,0.2057966,0.1843859,-0.0069566,-0.0043845,-0.0025721,0.0858606,0.0,1.2625341
7087,102195,2229134,124,456.0,a,24,Daniele Baselli,1992-03-12,Italy,CM,Cagliari,Atalanta,12,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0606997,0.0606997,0.0570764,0.0743462,0.0751292,-0.000783,0.0026938,0.0,0.0
7088,501395,2229134,124,456.0,a,24,Andrea Carboni,2001-02-04,Italy,CB,Cagliari,Atalanta,3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001278,0.0001278,0.0001278,0.0006449,0.0006449,0.0,0.0,0.0,0.0
7089,564149,2229134,124,456.0,a,24,Christos Kourfalidis,2002-11-11,Greece,CM,Cagliari,Atalanta,1,6.0,0.2832347,0.2832347,0.2832347,0.0,0.0,0.0,1.0,1.0,1.0,0.4751913,0.0056148,0.0056148,0.2260539,-0.0034071,-0.0082789,0.0048718,0.0806265,0.0,0.0
7090,60849,2229134,124,456.0,a,24,Luca Ceppitelli,1989-08-11,Italy,CB,Cagliari,Atalanta,3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1e-05,6.1e-05,6.1e-05,0.0008868,0.0008868,0.0,0.0,0.0,0.0
7091,85288,2229135,123,695.0,h,24,Lukasz Skorupski,1991-05-05,Poland,GK,Bologna,Empoli,90,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056139,0.0054061,0.0035423,0.0556214,0.0547836,0.0008378,-0.0199358,0.604498,1.6354272
7092,465189,2229135,123,695.0,h,24,Arthur Theate,2000-05-25,Belgium,CB,Bologna,Empoli,90,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087173,0.0086464,0.0037307,0.0926844,0.0577542,0.0349302,-0.0368155,0.025183,1.6354272
7093,48853,2229135,123,695.0,h,24,Gary Medel,1987-08-03,Chile,CB,Bologna,Empoli,90,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036682,0.003522,0.0008837,0.0230117,0.0210951,0.0019166,-0.0244687,0.0,1.6354272
7094,103155,2229135,123,695.0,h,24,Adama Soumaoro,1992-06-18,France,CB,Bologna,Empoli,90,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076835,0.0036022,0.0012629,0.0252414,0.0191469,0.0060945,-0.0144609,0.1055648,1.6354272
7095,21125,2229135,123,695.0,h,24,Lorenzo De Silvestri,1988-05-23,Italy,FB,Bologna,Empoli,69,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0097787,0.0090989,0.000706,0.0674357,0.0442249,0.0232108,0.0324433,0.0,1.1627549
7096,210912,2229135,123,695.0,h,24,Mattias Svanberg,1999-01-05,Sweden,CM,Bologna,Empoli,80,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129274,0.0129274,-0.0158362,0.0424287,0.0224144,0.0200143,0.0047986,0.0,1.2497673
7097,230152,2229135,123,695.0,h,24,Jerdy Schouten,1997-01-12,Netherlands,CM,Bologna,Empoli,90,60.0,0.0208798,0.0208798,0.0208798,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0210887,0.0210887,0.0211528,0.0495772,0.0410488,0.0085284,0.0256145,0.0,1.6354272
7098,244290,2229135,123,695.0,h,24,Emanuel Vignato,2000-08-24,Italy,FB,Bologna,Empoli,87,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0295396,0.0286425,0.0115999,0.0467289,0.0333736,0.0133553,-0.0096959,0.0,1.6354272
7099,59920,2229135,123,695.0,h,24,Roberto Soriano,1991-02-08,Italy,CAM,Bologna,Empoli,69,38.0,0.0487712,0.0487712,0.0487712,0.0,0.0,0.0,1.0,1.0,1.0,0.0971693,0.0387017,0.0382556,0.063292,0.0893653,0.0395836,0.0497817,0.0411873,0.0,1.1627549
7100,223966,2229135,123,695.0,h,24,Riccardo Orsolini,1997-01-24,Italy,CAM,Bologna,Empoli,80,45.0,0.2240596,0.2240596,0.2240596,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.1146054,0.1140116,0.2393649,0.0336381,0.0262576,0.0073805,0.1967816,0.0,1.2497673
7101,41464,2229135,123,695.0,h,24,Marko Arnautovic,1989-04-19,Austria,FW,Bologna,Empoli,90,52.0,0.0480635,0.0480635,0.0480635,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.1007223,0.1006674,0.0145775,0.0294499,0.0686924,-0.0392425,0.1486613,0.0,1.6354272
7102,442430,2229135,123,695.0,h,24,Musa Barrow,1998-11-14,Gambia,CAM,Bologna,Empoli,21,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0520471,0.0362579,0.0260046,-0.0233038,0.0053604,-0.0286642,0.0418538,0.0,0.4726723
7103,119213,2229135,123,695.0,h,24,Mitchell Dijks,1993-02-09,Netherlands,FB,Bologna,Empoli,3,2.0,0.0177975,0.0177975,0.0177975,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.67e-05,6.67e-05,0.0177289,0.020166,0.0015429,0.0186231,-0.00012,0.0,0.0
7104,81033,2229135,123,695.0,h,24,Nicola Sansone,1991-09-10,Italy,CAM,Bologna,Empoli,10,6.0,0.063849,0.063849,0.063849,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0001383,0.0001383,0.0292824,0.0047146,0.0022402,0.0024744,0.064494,0.0,0.3856599
7105,498481,2229135,123,695.0,h,24,Denso Kasius,2002-10-06,Netherlands,FB,Bologna,Empoli,21,21.0,0.1134698,0.1134698,0.1134698,0.0,0.0,0.0,2.0,2.0,2.0,0.0122525,0.0302072,0.0300611,0.1130726,0.0668046,0.0603542,0.0064504,0.0365101,0.0,0.4726723
7106,235865,2229135,123,695.0,h,24,Michel Aebischer,1997-01-06,Switzerland,CM,Bologna,Empoli,10,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036,0.00036,-0.0027527,0.0058871,0.0005773,0.0053098,0.0078419,0.0,0.3856599
7107,184254,2229135,695,123.0,a,24,Guglielmo Vicario,1996-10-07,Italy,GK,Empoli,Bologna,90,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041976,0.0015783,0.0009741,0.0180324,0.0178502,0.0001822,-0.0019743,0.0714936,0.5368904
7108,515952,2229135,695,123.0,a,24,Fabiano Parisi,2000-11-09,Italy,FB,Empoli,Bologna,70,68.0,0.0616217,0.0616217,0.0616217,0.0,0.0,0.0,1.0,1.0,1.0,0.4228636,0.0130156,0.0124428,0.0678803,0.0567506,0.0334848,0.0232658,-0.0391806,0.0,0.2728422
7109,499156,2229135,695,123.0,a,24,Mattia Viti,2002-01-24,Italy,CB,Empoli,Bologna,90,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029516,0.0027763,0.0013961,0.0125419,0.0085107,0.0040312,-0.0248469,0.1224848,0.5368904
7110,153814,2229135,695,123.0,a,24,Petar Stojanovic,1995-10-07,Slovenia,FB,Empoli,Bologna,90,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2394381,0.2390493,0.2342332,0.1699487,0.1411527,0.028796,-0.0033222,0.0,0.5368904
7111,82334,2229135,695,123.0,a,24,Simone Romagnoli,1990-02-09,Italy,CB,Empoli,Bologna,90,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216169,0.0210032,0.0194119,0.0567627,0.055545,0.0012177,-0.0190891,0.0907473,0.5368904
7112,427148,2229135,695,123.0,a,24,Szymon Zurkowski,1997-09-25,Poland,CM,Empoli,Bologna,90,49.0,0.0727216,0.0727216,0.0727216,0.0,0.0,0.0,1.0,1.0,1.0,0.2571207,0.022854,0.022854,0.0391964,0.0319002,0.0115159,0.0203843,0.0882463,0.0,0.5368904
7113,204674,2229135,695,123.0,a,24,Nedim Bajrami,1999-02-28,Albania,CAM,Empoli,Bologna,70,38.0,0.3590219,0.3590219,0.3590219,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.2314789,0.2222956,0.3753687,0.2713873,0.2652291,0.0061582,0.0602737,0.0,0.2728422
7114,216250,2229135,695,123.0,a,24,Filippo Bandinelli,1995-03-29,Italy,CM,Empoli,Bologna,61,29.0,0.0544684,0.0544684,0.0544684,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.1941424,0.1907565,0.241066,0.083393,0.0353835,0.0480095,0.0325076,0.0,0.2728422
7115,517997,2229135,695,123.0,a,24,Kristjan Asllani,2002-03-09,Albania,CM,Empoli,Bologna,90,60.0,0.0119101,0.0119101,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0386202,0.0386202,0.0380224,0.0396473,0.0324753,0.007172,0.0069806,0.0,0.5368904
7116,168225,2229135,695,123.0,a,24,Liam Henderson,1996-04-25,Scotland,CAM,Empoli,Bologna,61,25.0,0.0890782,0.0890782,0.0890782,0.0,0.0,0.0,2.0,2.0,2.0,0.0091137,0.0061961,0.006118,0.0193664,-0.0170935,-0.0287446,0.0116511,0.1110441,0.0,0.2728422
7117,216040,2229135,695,123.0,a,24,Andrea Pinamonti,1999-05-19,Italy,FW,Empoli,Bologna,87,23.0,0.8403876,0.8403876,0.8403876,0.0,0.0,0.0,3.0,3.0,3.0,0.6843777,0.0560243,0.0560243,0.4970764,0.0723867,0.0603525,0.0120342,0.167594,0.0,0.4963705
7118,79847,2229135,695,123.0,a,24,Andrea La Mantia,1991-05-06,Italy,FW,Empoli,Bologna,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021897,0.0021897,-0.0038671,0.0,0.0,0.0,0.0056151,0.0,0.0
7119,438130,2229135,695,123.0,a,24,Liberato Cacace,2000-09-27,New Zealand,FB,Empoli,Bologna,20,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011351,0.0008188,0.0003321,0.0125675,0.0112543,0.0013132,-0.0092938,0.0,0.2235283
7120,157735,2229135,695,123.0,a,24,Federico Di Francesco,1994-06-14,Italy,FW,Empoli,Bologna,20,10.0,0.0142907,0.0142907,0.0142907,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0069969,0.0069969,-0.0314057,0.0085926,0.0092736,-0.000681,0.091251,0.0,0.2235283
7121,105132,2229135,695,123.0,a,24,Valerio Verre,1994-01-11,Italy,CAM,Empoli,Bologna,29,20.0,0.131927,0.131927,0.131927,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0519152,0.0519152,-0.061776,0.1034656,0.0763575,0.0271081,0.3150989,0.0,0.2235283
7122,122476,2229135,695,123.0,a,24,Marco Benassi,1994-09-08,Italy,CM,Empoli,Bologna,29,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2025676,0.2025676,0.1811747,0.0955152,0.0885999,0.0069153,0.0353089,0.0,0.2235283
7123,79583,2229136,125,129.0,h,24,Pietro Terracciano,1990-03-08,Italy,GK,Fiorentina,Lazio,90,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002987,0.0029358,0.0001733,0.0079537,0.0055883,0.0023654,-0.0243916,0.9384441,2.9300247
7124,84702,2229136,125,129.0,h,24,Matija Nastasic,1993-03-28,Serbia,CB,Fiorentina,Lazio,90,91.0,0.0888454,0.0888454,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1083267,0.0140706,0.0137857,-0.0708934,0.0255486,0.029342,-0.0037934,0.1911867,0.0,2.9300247
7125,227444,2229136,125,129.0,h,24,Nikola Milenkovic,1997-10-12,Serbia,CB,Fiorentina,Lazio,90,98.0,0.0357764,0.0357764,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0086906,0.0086906,-0.0003603,0.0598103,0.061525,-0.0017147,-0.04167,0.0,2.9300247
7126,178724,2229136,125,129.0,h,24,Lorenzo Venuti,1995-04-12,Italy,FB,Fiorentina,Lazio,90,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0616936,0.0611767,0.042332,0.0675859,0.0568177,0.0107682,0.0414228,0.0,2.9300247
7127,88432,2229136,125,129.0,h,24,Cristiano Biraghi,1992-09-01,Italy,FB,Fiorentina,Lazio,90,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1775019,0.1377881,0.1289732,0.1200345,0.0887877,0.0312468,0.0264072,0.0,2.9300247
7128,116056,2229136,125,129.0,h,24,Alfred Duncan,1993-03-10,Ghana,CM,Fiorentina,Lazio,59,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020918,0.0020918,0.0007278,-0.0071199,-0.0076248,0.0005049,-0.0024504,0.0,1.4709857
7129,198849,2229136,125,129.0,h,24,Lucas Torreira,1996-02-11,Uruguay,CM,Fiorentina,Lazio,85,42.0,0.1184829,0.1184829,0.0925292,0.0,0.0,0.0,3.0,3.0,2.0,0.2785783,0.0049065,0.0047774,0.0568092,-0.0119641,-0.0017858,-0.0101783,0.0264666,0.0,1.9508408
7130,49417,2229136,125,129.0,h,24,Giacomo Bonaventura,1989-08-22,Italy,CM,Fiorentina,Lazio,76,33.0,0.3047347,0.3047347,0.3047347,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0626275,0.062573,0.3061918,0.0310142,0.0216415,0.0093727,0.0866198,0.0,1.8820848
7131,51732,2229136,125,129.0,h,24,José Callejón,1987-02-11,Spain,WAM,Fiorentina,Lazio,59,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005059,0.0005059,-0.0155214,0.0096876,-0.0003962,0.0100838,0.0160333,0.0,1.4709857
7132,235454,2229136,125,129.0,h,24,Riccardo Sottil,1999-06-03,Italy,WAM,Fiorentina,Lazio,88,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2100976,0.2100976,0.1914496,0.290074,0.2446914,0.0453826,0.0962475,0.0,2.9300247
7133,215241,2229136,125,129.0,h,24,Arthur Cabral,1998-04-25,Brazil,FW,Fiorentina,Lazio,76,21.0,0.2179778,0.2179778,0.2179778,0.0,0.0,0.0,1.0,1.0,1.0,0.1783522,0.0002881,0.0002881,0.113178,-0.0057313,-0.0098201,0.0040888,0.0441121,0.0,1.8820848
7134,185065,2229136,125,129.0,h,24,Krzysztof Piatek,1995-07-01,Poland,FW,Fiorentina,Lazio,14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.37e-05,5.37e-05,5.37e-05,-0.0035035,-0.0035035,0.0,0.0,0.0,1.0479399
7135,195634,2229136,125,129.0,h,24,Gaetano Castrovilli,1997-02-17,Italy,CM,Fiorentina,Lazio,31,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0198304,0.0197799,0.0149134,0.0630184,0.0526623,0.0103561,0.0244313,0.0,1.459039
7136,199672,2229136,125,129.0,h,24,Jonathan Ikoné,1998-05-02,France,WAM,Fiorentina,Lazio,14,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022816,0.0022816,0.0013918,0.0279929,0.0124573,0.0155356,0.005859,0.0,1.0479399
7137,231004,2229136,125,129.0,h,24,Nicolás González,1998-04-06,Argentina,WAM,Fiorentina,Lazio,31,14.0,0.1045598,0.1045598,0.1045598,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0117092,0.0018935,0.0515568,0.0083213,0.0062139,0.0021074,0.0440387,0.0,1.459039
7138,172912,2229136,125,129.0,h,24,Sofyan Amrabat,1996-08-21,Morocco,CM,Fiorentina,Lazio,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000871,0.000871,-0.0001907,-0.0013356,-0.002877,0.0015414,-0.001135,0.0,0.0
